Tên Chợ,Vĩ độ (Lat),Kinh độ (Lon),Loại dữ liệu,OSM ID
Chợ Thương Binh,11.3073721,106.1265698,way,666101150
Chợ Long Bình,11.2430147,106.1321756,way,666101152
Chợ Long Yên,11.2513082,106.1208483,way,666101188
Chợ Bàu Năng,11.3098989,106.1530785,way,666229998
Chợ Quy Thiện,11.2725149,106.1574343,way,666291312
Chợ Long Hải,11.2588531,106.1403844,way,666291363
Chợ Thạnh Đông,11.4154942,106.173473,way,666407582
Chợ Phước Minh,11.3184977,106.3196124,way,666455809
Chợ Phước Ninh,11.3363242,106.2522192,way,666455937
Chợ Dương Minh Châu,11.3833984,106.2295995,way,666456122
Chợ Hòa Hiệp,10.6895927,107.5027697,way,666462075
Chợ Thắng Hải,10.5906349,107.5833932,way,666615495
Chợ Tân Thắng,10.6104173,107.6339545,way,666647452
Chợ Kà Tum,11.6699966,106.2179071,way,666659053
Chợ Mỹ Xuyên,9.5602838,105.9897012,way,667222033
Chợ Nông Hải Sản Rạch Giá,10.0197485,105.0799869,way,667758326
Chợ Tài Văn,9.5419261,106.0240175,way,667871371
Chợ Đại Tâm,9.5449461,105.9331658,way,667873024
Chợ Khánh Hùng,9.6062914,105.9631398,way,668869859
Chợ Phường 2,9.5966024,105.9689152,way,668869875
Chợ Tân Thạnh,9.6224036,106.0376687,way,669124907
Chợ Thị trấn Thanh Bình,11.9578299,106.796953,way,669256050
Chợ Bù Đốp,11.9848644,106.8029277,way,669256082
Chợ Mới thị trấn Lịch Hội Thượng,9.4761507,106.1484861,way,669312938
Chợ Lịch Hội Thượng,9.4776504,106.1474904,way,669312951
Chợ Kênh Ba,9.5225534,106.1915493,way,669499369
Chợ Tân Hưng (Chợ Ông Địa),10.7791176,106.6526593,way,669633561
Chợ Đất Mũi,8.6000734,104.756354,way,669955504
Chợ Ngã Năm,9.5641351,105.5967512,way,671242040
Chợ Vĩnh Biên,9.5288768,105.5595421,way,671545805
Chợ Long Phước,10.5275807,107.2260838,way,672013899
Chợ (Không tên),21.9509444,106.6972828,way,672856387
Chợ Mỹ Bình,10.3875445,105.4346589,way,672987323
Chợ Cao Thắng,20.9639619,107.0981302,way,673593445
Chợ Sa Tô,20.9682109,107.0821845,way,673890818
Chợ Hồng Hà,20.947675,107.1296194,way,674061983
Chợ Cái Dăm,20.955726,107.0226526,way,674641659
Chợ Hà Tu,20.9595861,107.1537171,way,675568320
Chợ (Không tên),10.7495201,106.6516723,way,675640303
Chợ (Không tên),10.7492651,106.6504246,way,675640304
Chợ Trần Văn Quang,10.7786713,106.6469095,way,675640312
Chợ Bình Trị Đông B,10.738334,106.6051369,way,675758920
Chợ Ngõ Chùa,20.9449178,105.873711,way,675940105
Chợ đầu mối rau quả thực phẩm Đông Hương,19.7991629,105.7923588,way,675946667
Chợ Hà Phong,20.9670645,107.15965,way,675996054
Chợ Hà Trung,20.9560958,107.1252997,way,676252284
Chợ Hạ Long 3,20.9441282,107.1086543,way,676780271
Chợ Hà Khẩu,20.9804166,106.9981724,way,676796150
Chợ Trới,21.0229463,106.9884769,way,677419395
Chợ Triệu Hải,11.5206415,107.5333319,way,677610894
Chợ ĐạTẻh,11.504667,107.4865346,way,677618842
Chợ Minh Thành,21.0037525,106.8580236,way,678143564
Chợ Km10 Quang Hanh,20.9968109,107.2099319,way,678387920
Chợ Suối Khoáng,20.9852474,107.1950888,way,678388004
Chợ Cẩm Thạch,21.0104223,107.256404,way,678843360
Chợ (Không tên),21.0058026,107.2480708,way,678843430
Chợ Cẩm Bình,21.0089307,107.287721,way,679438381
Chợ Ba Tầng,21.0124662,107.2791479,way,679438525
Chợ Địa Chất,21.0131729,107.2797346,way,679438532
Chợ Cẩm Phú,21.0082722,107.3323159,way,680646193
Chợ Vĩnh Châu,9.3256465,105.9816464,way,680884806
Chợ Tam Nông,10.6722569,105.5606131,way,680968895
Chợ Vĩnh Phước,9.3134246,105.933768,way,682095555
Chợ Long Kiểng,10.7530496,106.7052273,way,682250553
Trung tâm Thương Mại Rạch Giá,10.0180092,105.0814786,way,684391497
Chợ Vĩnh Bảo,10.0063048,105.0892127,way,685081264
Chợ Bắc Sơn,10.0002604,105.0930905,way,685081279
Chợ mới Yên Lã,21.1153481,105.9726116,way,685172229
Chợ Định Bình,14.0986085,108.7855067,way,685445780
Chợ Rạch Sỏi,9.9558234,105.1201936,way,685665006
Chợ Mong Thọ,10.0229633,105.1932603,way,685844908
Chợ Bách Hóa Giồng Riềng,9.908183,105.3134769,way,685855068
Chợ Tân Châu,11.5526283,106.1625375,way,686127704
Chợ Minh Lương,9.905256,105.1601428,way,686129775
Chợ Sao Mai,10.1176139,105.2896083,way,686288595
Chợ Nông sản Kênh 5,10.0532534,105.2220906,way,686293544
Chợ Rạch Giá,10.0193773,105.0805935,way,686296018
Chợ Hạ Long,21.0812929,107.4378656,way,686444566
Chợ Mộc Bài,14.3683147,108.9682952,way,686513836
Chợ Giồng Miễu,9.9492604,106.5183642,way,686633646
Chợ Tân Phúc,10.8338345,107.6642504,way,688156939
Chợ Tân Minh,10.8433409,107.633005,way,688157092
Chợ Tân Hà,10.7647845,107.7115602,way,688412127
Chợ Tân Nghĩa,10.7985897,107.7219229,way,688412257
Chợ Bãi Giá,9.4983515,106.2027294,way,688635156
Chợ An Thổ,14.8772256,108.9585672,way,688937897
Chợ Bình Đông,10.7385187,106.6431372,way,689167876
Chợ Liên Hiệp,11.765284,108.3706717,way,689306208
Chợ (Không tên),10.4522887,105.6562471,way,689419703
Chợ Đất Sét,10.404765,105.6057391,way,689419705
Chợ Mương Điều,10.3787706,105.7067947,way,689419717
Chợ Nha Mân,10.2697317,105.8290179,way,689419723
Trung tâm Thương mại Phước Long,11.8407944,106.9952146,way,689473017
Chợ Phước Bình,11.816862,106.9548647,way,689652470
Chợ Liên Nghĩa,11.7292652,108.3739916,way,690220825
Trung tâm Thương mại Phú Riềng,11.658929,106.9010007,way,690729319
Trung tâm Thương mại Bù Nho,11.7335408,106.8717789,way,690894288
Chợ Nậm Cản,22.0217527,103.1538916,way,692422183
Chợ Đồi Cao,22.0694028,103.1578134,way,692422397
Chợ Trung tâm Thị xã Mường Lay,22.0239128,103.1578687,way,692586170
Chợ Trung tâm Thị trấn Nậm Nhùn,22.1504845,103.0093031,way,692762673
Chợ Cây Xoài,10.7774416,106.7664433,way,693649725
Chợ Phú Lợi,10.7239423,106.63546,way,694928279
Chợ Xép Thuận Lộc,16.4779716,107.5825648,way,695810689
Chợ Mỹ Chánh,10.1166851,106.5840927,way,696791414
Chợ đêm Cần Thơ,10.0322571,105.7873961,way,696794568
Chợ Hòa Đình,21.1717827,106.0524626,way,697005490
VinMart+,16.061811,108.2168181,way,698046892
Chợ Cống Vị,21.037261,105.8144196,way,698273221
Chợ Bo,20.4528837,106.3389423,way,698970273
Chợ Cổ Nhuế,21.0607478,105.7809068,way,699065704
Chợ Thôn Trù,21.0656934,105.7798463,way,699218395
Chợ (Không tên),21.0657055,105.7798403,way,699218397
Chợ Tam Đa,21.0430985,105.8189366,way,699905182
Chợ Cầu Đông,21.0379366,105.8503712,way,700627459
Chợ Châu Long,21.0439068,105.841917,way,700671941
Chợ Ngô Sĩ Liên,21.0270923,105.8392143,way,702456227
Market,20.7356677,106.1768886,way,704142058
Chợ Gia Lâm,21.0469542,105.8754879,way,704159180
Chợ Ngọc Lâm,21.0436664,105.8649337,way,704159193
Chợ Bồ Đề,21.0338268,105.8701895,way,704250708
Chợ Ngọc Thuỵ,21.0556313,105.867257,way,704292524
Chợ Gia Quất,21.0536735,105.8784702,way,704292579
Chợ (Không tên),10.6052854,104.9467154,way,704939046
Chợ Lai Châu,22.3998416,103.4558884,way,705445518
Chợ Trung tâm Thương mại,22.3830754,103.4712733,way,705675076
Chợ Đông Phong,22.3830189,103.4882371,way,705956769
Trường Mầm non Đoàn Kết,22.3956998,103.4590271,way,705960772
Chợ Nậm Loỏng,22.4049292,103.4332041,way,705986988
Market,9.0258121,105.4196999,way,706212307
Chợ San Thàng,22.3934797,103.5013229,way,712584152
Chợ Than Uyên,21.9501117,103.8835892,way,713387724
Chợ Tam Đường,22.3203673,103.6248506,way,713668277
Chợ (Không tên),10.7629238,106.6540533,way,715470255
Chợ (Không tên),10.7634268,106.6532571,way,715531292
Chợ Đầu Mối Nông Sản Thực Phẩm Dầu Giây,10.9490481,107.1414239,way,717560101
Chợ (Không tên),21.8513239,106.7612496,way,717905014
Chợ (Không tên),21.8545465,106.7572939,way,718126638
Chợ (Không tên),21.851327,106.7592304,way,718126661
Chợ (Không tên),21.8453633,106.7568742,way,718394398
Chợ (Không tên),21.7620051,106.9193104,way,722915916
Chợ Bàn Cờ,10.768574,106.6804115,way,722916691
Chợ Bàn Cờ,10.7688569,106.6800736,way,722916692
Chợ Cẩm Mỹ,10.8162115,107.2305443,way,726864833
Chợ Hoàng Quân,10.7841176,107.2221717,way,727012689
Chợ Nhân Nghĩa,10.8371087,107.2362091,way,727099349
Chợ Đức Hiệp,10.7263808,107.2389945,way,727261604
Chợ Bình Ba,10.613087,107.2343228,way,728723436
Chợ Nghĩa Thành,10.5779142,107.2069722,way,729092287
Chợ Bình Giã,10.6485456,107.2719423,way,729447581
Chợ Bình Trung,10.6474156,107.2893852,way,730209832
Chợ Xuân Sơn,10.6430272,107.3156159,way,730689924
Chợ Sơn Bình,10.6462227,107.3297665,way,730792903
Chợ Long Tân,10.5375043,107.270077,way,732112645
Market,20.6466869,106.4248711,way,733013004
Market,20.5952182,106.6080013,way,737036654
Chợ Láng Dài,10.5157334,107.3475717,way,737864975
Market,11.755532,108.529847,way,738588188
Market,9.7299172,106.0739243,way,739662430
Market,18.7893387,105.3343498,way,742695182
Chợ Cây Điệp,10.5634498,107.3819308,way,744254997
Market,21.2161714,106.7627886,way,744643894
Market,20.7948821,106.3449713,way,746182759
Chợ Tân Hòa,10.518785,107.0879039,way,746366668
Chợ Tân Thành,10.5888552,107.057079,way,746366823
Chợ Mỹ Thạnh,10.6086045,107.0574476,way,746634979
Chợ Sông Xoài,10.6658422,107.149227,way,747273566
Chợ Phúc Yên,21.2394703,105.7044753,way,747941662
Chợ (Không tên),20.3234485,105.7481171,way,748613435
Chợ Bông Trang,10.5519626,107.4547361,way,748986247
Chợ nông sản Hóc Môn,10.8595847,106.6013207,way,750613377
Chợ Côn Đảo,8.6860696,106.6093667,way,751056628
An Tây,11.088757,106.5478615,way,753470500
Chợ Cần Giờ,10.4173755,106.9717701,way,754264565
"Chợ Xanh, Định Công",20.9848281,105.8338254,way,755113658
Chợ Bà Lê,15.8833418,108.34901,way,755306110
Chợ Kim Giang,20.9827126,105.8151733,way,755377951
Chợ Đồng Hòa,10.3791002,106.8791504,way,757223929
Chợ Kênh Đào,20.7541757,105.6978241,way,762785874
Chợ Tương Bình Hiệp,11.0054197,106.6306613,way,763325649
Chợ Hồng Sơn,20.7278841,105.7068825,way,766661866
Chợ Lai,20.7263232,105.7286668,way,766661970
Chợ Xuy Xá,20.7212325,105.7341358,way,766662002
Chợ Hương Sơn,20.613771,105.786491,way,768420549
Chợ Tế Tiêu,20.6851423,105.7414878,way,768696755
Chợ Văn Phú,20.8469095,105.6293384,way,769918654
Chợ Bâm,21.5462548,105.4748178,way,772902345
Chợ (Không tên),12.2542136,109.1916822,way,776829665
Chợ (Không tên),12.2549323,109.1909205,way,776829666
Chợ (Không tên),12.2553603,109.1916514,way,776829667
Chợ An Hải Đông,16.0564476,108.2388657,way,780466790
Chợ Mường Nhé,22.1907752,102.4599793,way,785085823
Chợ Phước Thành,10.4127279,107.1376714,way,788929861
Chợ Phường 9,10.3729378,107.0862756,way,790384308
Chợ Thắng Nhất,10.3917077,107.1015138,way,790787255
Chợ Mộc Bài,15.7968588,108.3124565,way,791093474
Chợ Phượng,20.9489781,105.7060491,way,792416732
Chợ Phước Lâm,10.4149159,107.2046244,way,793093023
Chợ Bình Minh,15.7748595,108.4220792,way,793093676
Chợ Hải sản du lịch Phước Lâm,10.4159516,107.2093971,way,793093852
Chợ Bình Trưng,10.7889551,106.7556147,way,806654929
Chợ Cháy,10.7647807,106.6978818,way,807297549
Chợ Chí Hòa,10.782554,106.6713098,way,826183551
Chợ mới Bàu Cạn,10.7237877,107.0514654,way,827417694
Chợ cũ Bàu Cạn,10.7259975,107.0517899,way,827417695
Chợ Tân Hưng,10.5288306,107.1708141,way,833880768
Chợ Kon Plông,14.60449,108.2873397,way,836135453
Chợ Cần Giờ,10.3827195,106.8833604,way,837884946
Chợ Ngã Tư Sở,21.0026637,105.8183919,way,840803809
Chợ Kim Liên,21.0060492,105.8355452,way,840867180
Chợ Năm Tầng,20.2494843,105.9842316,way,841600024
Chợ (Không tên),12.6907,108.1075488,way,842121031
Chợ đầu mối Tân Hoà,12.6903978,108.1056377,way,842121032
Chợ Cống,20.9236833,105.6912836,way,842611509
Chợ Hòa Lạc,10.3328435,105.5094459,way,845599886
Chợ Cả Sách,10.8886715,105.2724908,way,852595441
Chợ Tứ Thường,10.8705535,105.2128505,way,852595471
Chợ Thường Phước,10.9057368,105.2013042,way,852595491
Chợ Hà Giang,22.8325124,104.9859919,way,853096727
Chợ Cầu Trắng,22.8204254,104.9820109,way,853226259
Chợ Phương Thiện,22.800013,104.9773868,way,853242788
Chợ Ngọc Hà,22.8379909,105.0127342,way,853273540
Chợ Đồng Văn,23.2768734,105.3609044,way,853584056
Chợ Lũng Cú,23.3610132,105.3175679,way,853689868
Chợ (Không tên),9.8116059,105.8199786,way,853764373
Chợ Sà Phìn,23.2554506,105.2620958,way,855231835
Chợ Duyên Hải,9.6316747,106.4930226,way,856441690
Chợ Đồng Trúc,20.9966163,105.5729977,way,856836407
Chợ Phố Cáo,23.1904718,105.1954718,way,862564491
Chợ Khe Sanh,16.6291418,106.7410263,way,866330407
Chợ Nghĩa Lộ,15.1126529,108.7955989,way,867581692
Chợ Trung tâm thị xã Thuận Thành,21.0588955,106.0893096,way,875944797
Chợ Nghĩa Tân,21.0451778,105.7942037,way,880260998
Chợ (Không tên),18.0659859,106.3053906,way,881451064
Chợ Thượng Đình,20.9982747,105.8122974,way,885744701
Chợ Chùa Hang,21.6254383,105.8453283,way,886412906
Chợ Sông Cầu,21.6773809,105.8557096,way,888023605
Chợ Khương Thượng,21.0055499,105.8313907,way,888367936
Chợ Núi Voi,21.6320835,105.8334232,way,888768393
Chợ Thái,21.5995204,105.843869,way,888793525
Chợ Trại Cài,21.7003925,105.8078892,way,890588949
Chợ Thạnh An,10.4701046,106.974924,way,895209254
Chợ,21.0809554,105.7728812,way,897568869
Chợ 8-3,20.9991155,105.8612738,way,899388714
Chợ (Không tên),21.0740265,105.776289,way,901510761
Chợ quê Đền Hùng,21.367073,105.314087,way,904428687
Chợ Vân Đình,20.7259057,105.7721922,way,916528072
Chợ Cửa Trường,20.4205109,106.1763845,way,916899183
Chợ Khu 8,20.4442197,106.1835846,way,916901952
Chợ Rồng,20.4284555,106.1732442,way,917220015
Bàn tròn,20.4368415,106.1868563,way,917303372
Chợ Bắc Kạn,22.148544,105.8323491,way,920925176
Chợ Phan Thiết,21.823571,105.2028876,way,920933929
Chợ Nghệ,21.1372462,105.5063075,way,921987261
Chợ Cái Sơn,10.2445423,105.6065289,way,922811913
Chợ Long Biên,21.0414139,105.8510447,way,930229621
Chợ Hà Đông,20.9698536,105.7797034,way,939812622
Chợ Thái Hà,21.0139879,105.8227268,way,943911446
Chợ Kim Giang,20.9838997,105.8144684,way,957452577
Chợ Cua,10.2370903,105.9893239,way,962628993
Chợ Cầu Kim,21.1957588,106.0863313,way,962694199
Chợ Đáp Cầu,21.2014672,106.09719,way,964407361
Chợ Vũ Ninh,21.1894868,106.0763508,way,964410891
Chợ Trung Hoà,21.0113926,105.7986059,way,965816709
Chợ (Không tên),13.8513149,109.0979298,way,965878401
Chợ Trung Kính,21.0132259,105.7992969,way,965945328
Vitalmart,21.0115878,105.7962031,way,966146652
Chợ làng Miêu Nha,21.0156765,105.7377647,way,967022598
Chợ Phan Chu Trinh,11.9471271,108.4629427,way,971577581
Chợ Công Đoàn,17.4705242,106.5923231,way,974512826
Chợ Đồng Sơn,17.4493888,106.5780525,way,974512837
Chợ Hiến Nam,20.664424,106.0607745,way,974940948
Chợ Đức Ninh,17.4456449,106.6154844,way,975257966
Chợ Đồng Mỹ,17.4782582,106.6239413,way,975348818
Chợ Tân Hiệp,10.9629047,106.8557637,way,976033138
Chợ Hóa An,10.9355325,106.8042842,way,978014758
Chợ Phú Yên,20.9357912,106.3279545,way,978526001
Chợ Đầu,20.6801671,106.0786442,way,978607746
Chợ Tân Bình,10.9997289,106.8094463,way,979951527
Chợ Hiệp Hòa,10.9308165,106.832293,way,981945671
Chợ Làng Hà,19.646812,105.7873978,way,986291623
Chợ Nam Lý,17.4672094,106.6038052,way,994105233
Chợ Bắc Lý,17.4816258,106.5996931,way,994105234
Chợ Đồng Phú,17.4696209,106.6169968,way,994105235
Chợ Tân Biên,10.9670951,106.8895189,way,997718587
Chợ Ngàng,20.7425402,106.0609315,way,998685061
Chợ Dốc Lã,20.7049751,106.0551676,way,1002473836
Chợ Tân Mai,10.9546965,106.8514052,way,1004634378
Chợ (Không tên),20.9007712,105.7175372,way,1009721987
Chợ (Không tên),20.9191335,105.7030128,way,1010822773
Chợ (Không tên),20.9189587,105.7029027,way,1010822774
Chợ (Không tên),20.919016,105.7030047,way,1010822775
Chợ Ngũ Phụng,10.5270869,108.9341604,way,1015396437
Chợ Long Bình Tân,10.9035578,106.8506978,way,1019360367
Chợ Phủ Lý,20.5470155,105.9158615,way,1019379166
Chợ Tân Tiến,10.9644102,106.8491845,way,1023293030
Chợ Sóc Sơn,21.2568129,105.8527148,way,1024232159
Chợ Bửu Hoà,10.9293858,106.8207143,way,1027605710
Chợ Tam Hiệp,10.9461134,106.8570809,way,1029177939
TTTM Ba Hòn,10.2506671,104.5944897,way,1030168646
Chợ trung tâm phường Phố Mới,21.1521197,106.1500516,way,1037115140
Chợ Bửu Long,10.9559255,106.8064595,way,1037331350
Chợ Thạnh Trị,10.3635868,106.3604443,way,1039486471
Chợ Biên Hòa,10.9462789,106.8154647,way,1039825148
Chợ Xã Tây,10.7530387,106.6628451,way,1040796389
Chợ Kim Lũ,20.9780868,105.8207887,way,1044297775
Chợ Tân Mai 2,10.8751235,106.9104289,way,1046865531
Chợ Hương Phước,10.8871388,106.8995009,way,1046865541
Nhà lồng T,10.7051,106.6101001,way,1049895478
Nhà lồng A,10.703861,106.6071133,way,1049895485
Chợ (Không tên),18.9044853,105.3119672,way,1055355763
Chợ Cuối,20.8682149,106.3010001,way,1056229081
Chợ An Bình,10.9281014,106.8543667,way,1056371310
Nhà lồng H,10.703199,106.6117288,way,1056543478
Nhà lồng K,10.704851,106.6112684,way,1056543479
Chợ Chi Lăng,10.5309993,105.0271876,way,1056582867
Chợ Quảng Xương,19.7295904,105.7828421,way,1057862530
Chợ Tân Ba,10.9755983,106.7652399,way,1060402841
Chợ Bạc Liêu,9.2858182,105.7258412,way,1061658121
"Chợ Nông sản, Thực phẩm",9.2865316,105.7269121,way,1061658122
Chợ Công nghệ phẩm,9.2868276,105.7275322,way,1061658123
Chợ Bách hoá Cà Mau,9.1765238,105.147201,way,1061936323
Chợ Phủ Quốc Oai,20.99262,105.6423256,way,1062770997
Chợ Linh Lang,21.0342446,105.8103342,way,1063191459
Chợ Còng,19.4509523,105.7799493,way,1063996369
Chợ Mã Đà,11.1087366,107.0554931,way,1065375350
Chợ Đông Hưng,20.5516849,106.3550752,way,1068725000
Chợ Thanh Bình,20.9339806,106.30465,way,1070111630
Chợ Hà Vị,21.2865252,106.1971366,way,1072489193
Chợ Vũ Xuân Thiều,21.0309369,105.9154165,way,1074490447
Chợ Mân Thái,16.0856523,108.2433677,way,1076716232
Chợ Khuê Mỹ,16.0249934,108.2482473,way,1076716243
Chợ Bỉm Sơn,20.0824939,105.8578864,way,1078365722
Chợ Sông Bằng,22.6640911,106.2601522,way,1079049764
Chợ Ẩm thực Cao Bằng,22.6647929,106.2604075,way,1079049765
Chợ đầu mối nông sản Hải Dương,20.8906828,106.2999411,way,1079489835
Chợ Quy Lưu,20.5413799,105.9217331,way,1079654555
Chợ Mỹ Tho,20.4297733,106.1720962,way,1080877307
Chợ (Không tên),11.6003475,109.0377639,way,1084150583
Chợ Túc Duyên,21.6001649,105.8477558,way,1084250538
Chợ Nhị Bình,10.9108084,106.6837212,way,1084373316
Chợ Ngã Ba Bầu,10.8701702,106.6154551,way,1084373320
Chợ Đức Xuân,22.1436032,105.8368543,way,1088466644
Chợ Tân Phú,11.2665307,107.4258904,way,1088732722
Chợ (Không tên),11.2663209,107.4255226,way,1088732723
Chợ Định Quán,11.19618,107.3505421,way,1088732731
Chợ mới Phú Vinh,11.2092782,107.359632,way,1088732733
Chợ Ngã ba Gia Canh,11.1999148,107.3580521,way,1088732736
Chợ Mía,21.1618804,105.4684307,way,1089984776
Chợ Phú Diễn,21.0516313,105.7581463,way,1090377184
Chợ Tân Phong,10.9638365,106.8378273,way,1093485860
Chợ Long Thới,10.2486331,106.1689914,way,1093747877
Chợ Cái Gà,10.2334157,106.1846237,way,1093747887
Chợ Lương Văn Can,20.8603344,106.6934181,way,1098104363
Chợ Cây Sung,14.9497513,108.9116068,way,1102749956
Chợ cũ Long Thành,10.7842643,106.9507094,way,1103837931
Chợ Hiếu Liêm,11.1144042,106.9661072,way,1103857445
Chợ Con,20.9397119,106.3363483,way,1105112851
Chợ Vinh,18.6630189,105.6738271,way,1107968182
Chợ Đầu mối nông sản Vinh,18.6630925,105.6718758,way,1107968183
Chợ Lộc Đại,17.493711,106.5936291,way,1110315186
Chợ thôn Tân Định,17.3744947,106.7213799,way,1114773652
Chợ Xuân Hải,17.3634131,106.7337586,way,1114773656
Chợ Ngọc Thụy 2,21.0611998,105.872203,way,1114925845
Chợ Thượng Thanh,21.0696863,105.8906461,way,1114927597
chợ,21.0600602,105.7787019,way,1115557681
cửa hàng tiện lợi xuân spest,21.0608886,105.7780145,way,1115559899
thức ăn chăn nuôi,21.0601264,105.7784167,way,1115561574
Chợ Nhà Xanh,21.0378844,105.7860583,way,1116246887
Chợ (Không tên),20.9120393,105.6174702,way,1117395471
Chợ (Không tên),20.2177863,105.9535969,way,1117509983
Chợ (Không tên),21.0168007,105.7221448,way,1117758768
Chợ (Không tên),21.0161631,105.7221119,way,1117758769
Chợ Vàng,21.0317097,105.9421053,way,1122930513
Chợ Tân Trụ,10.8188508,106.6346129,way,1125792005
Chợ Hòa Bình,20.6553197,106.5498185,way,1130756837
Chợ Chùa Hữu Định,10.2589142,106.4254136,way,1134509964
Chợ Cầu Bà Mụ ( Chợ Lạc Hồng ),10.2442538,106.3792371,way,1134518957
Chợ Tú Điền,10.259415,106.3841154,way,1134519321
Chợ Hữu Định,10.2705423,106.3865688,way,1134520252
Chợ Lộc Sơn,10.3014491,106.390684,way,1134551669
Chợ Biển Gò Công,10.2911803,106.7789718,way,1138058259
Chợ sinh viên,21.0057177,105.9352389,way,1153847221
Chợ Cần Đăng mới,10.4592873,105.297528,way,1153950423
Chợ (Không tên),10.4586908,105.2970582,way,1153950424
Chợ Mỹ Đức,10.6599147,105.1881556,way,1154060753
Chợ (Không tên),10.6593923,105.187358,way,1154060754
Chợ Mỹ Hội Đông,10.540558,105.3307804,way,1154310967
Chợ Vàm Cống,10.3457012,105.4946931,way,1154321438
Chợ Tứ Hiệp,20.9423066,105.8508382,way,1157172138
Chợ Tân Trụ,10.5130519,106.5091381,way,1158211549
Chợ Vĩnh Nguơn,10.7191035,105.1104603,way,1159104277
Chợ Châu Phú,10.5859292,105.2313155,way,1159104296
Chợ (Không tên),10.5861949,105.2317006,way,1159104297
Chợ Cống Đồn,10.6738745,105.068745,way,1159104323
Chợ (Không tên),10.6187782,105.0010843,way,1159104340
Chợ (Không tên),10.6184328,105.001368,way,1159104342
Chợ (Không tên),10.6181657,105.0015829,way,1159104343
Chợ (Không tên),10.6179865,105.0017316,way,1159104345
Chợ Văn Giáo,10.5777291,105.0103822,way,1159194089
Chợ (Không tên),10.6104793,106.6710571,way,1159206319
Trung tâm Thương mại Mỹ Luông,10.5085317,105.4896792,way,1159707856
Chợ Thủ,10.5372758,105.4624486,way,1159707860
Trung tâm Thương mại Phú Mỹ,10.5855537,105.3569504,way,1159707902
Chợ cá TTTM Phú Mỹ,10.5857705,105.3577256,way,1159707903
Chợ Tấn Lợi,10.5161338,105.4918214,way,1160002131
Chợ Tấn Mỹ,10.5010413,105.5020611,way,1160002137
Chợ Cái Tàu Thượng,10.4342174,105.5503281,way,1160002149
Chợ (Không tên),10.434014,105.5498786,way,1160002150
Chợ (Không tên),10.4338307,105.5500381,way,1160002151
Chợ (Không tên),10.4551028,105.5528585,way,1160002155
Chợ Tân Thuận Tây,10.4650564,105.5878408,way,1160002158
Chợ (Không tên),10.5575974,105.4861005,way,1160002162
Chợ Tân Thạnh,10.5706195,105.4523919,way,1160002178
Chợ Tân Phú,10.5736111,105.5053745,way,1160002183
Chợ Tân Mỹ,10.6121627,105.5132407,way,1160002184
Chợ Tân Tây,10.6354106,106.2564713,way,1160317528
Chợ Long Thượng,10.6364355,106.6099455,way,1160706777
Chợ Nại Hiên Đông,16.0901089,108.2341385,way,1164429696
Chợ Thuỷ Biều,16.4448765,107.5436885,way,1166040896
Chợ trung tâm huyện Trấn Yên,21.751798,104.830057,way,1167296994
Chợ An Chu,10.9630315,106.9478102,way,1168280304
Chợ Hải sản Cửa Lò,18.8077865,105.7193652,way,1174486573
Chợ Tam Thanh,10.5067165,108.9456345,way,1176839553
Chợ (Không tên),21.0558237,105.8196745,way,1178261607
Chợ (Không tên),21.0566204,105.8200582,way,1178261620
Chợ Bà Thức,10.9829454,106.8424105,way,1178316066
Chợ cá Hồng Ngự,10.8058192,105.3450048,way,1178803333
Chợ trung tâm huyện Na Hang,22.3478644,105.3804464,way,1180252832
Chợ Lũng,20.8422911,106.7158503,way,1180319270
Chọ Trung Môn,21.8319272,105.1726941,way,1180919592
Chợ Vĩnh Châu A,10.716484,105.7205862,way,1180991343
Chợ Bắc Trà My,15.3381287,108.2160618,way,1181242323
Chợ (Không tên),19.4353326,105.7711485,way,1181766408
Chợ (Không tên),21.1364077,105.5059455,way,1183409645
Chợ (Không tên),21.1354765,105.5055616,way,1183409649
Chợ Dục Tú,21.1169897,105.8961356,way,1185629560
Chợ Hoàng Gia,20.9653967,106.2557892,way,1185791897
Chợ Trung tâm Đông Anh,21.1384612,105.8456087,way,1185901824
Chợ Phúc Lợi,21.0430171,105.9258521,way,1187339538
Chợ Phú Lộc,20.9779365,106.2495873,way,1188968955
Chợ Phan Rang,11.5611657,108.9903551,way,1189320755
Chợ Liên Hương,11.2236034,108.7295794,way,1189843736
Chợ mía Lạc Sơn,20.4080027,105.5371444,way,1190963530
Chợ Vồi,20.8656291,105.8673704,way,1192808464
chợ xã kháng nhật,21.6705888,105.4287173,way,1193932287
Chợ Nhông,21.2267494,105.3769501,way,1195179611
Chợ Phố Hoa,21.295497,105.9590645,way,1197077281
Chợ Phú Thịnh xã Phú Cường,21.2900072,105.396868,way,1199796076
Chợ (Không tên),21.0691063,105.7876037,way,1202447567
Chợ Trường Niên,17.3731534,106.6347714,way,1204592860
Chợ Trần Xá,17.3542806,106.6350144,way,1204622668
Chợ Võ Xá,17.3850131,106.6538058,way,1204622669
Trung tâm Thương mại Thứ Mười Một,9.6115319,104.9446982,way,1206016024
Chợ Mỹ Đình,21.0309136,105.7779682,way,1206047791
Chợ Lạc Hồng,10.2492383,106.3779143,way,1206165686
Chợ Bình Giang,10.2817564,104.7790213,way,1206750086
Chợ Bình Sơn,10.2566893,104.8195098,way,1206899069
